0,0,0
20,0.1086,0
23.64,0.1086,0.091194
23.74,0.11781,0.095163
23.84,0.12743,0.098986
23.94,0.13743,0.10267
24.04,0.1478,0.1062
24.14,0.15853,0.10959
24.24,0.1696,0.11284
24.35,0.181,0.11594
24.45,0.1927,0.1189
24.55,0.20471,0.12171
24.65,0.217,0.12438
24.75,0.22955,0.12691
24.85,0.24236,0.12929
24.95,0.25541,0.13152
25.05,0.26868,0.13362
25.15,0.28216,0.13557
25.25,0.29584,0.13737
25.35,0.3097,0.13903
25.45,0.32372,0.14054
25.55,0.3379,0.14191
25.65,0.35221,0.14314
25.75,0.36665,0.14422
25.85,0.3812,0.14516
25.95,0.39583,0.14595
26.05,0.41055,0.1466
26.15,0.42534,0.14711
26.25,0.44017,0.14747
26.35,0.45504,0.14769
26.45,0.46993,0.14776
26.55,0.49218,0.14776
26.65,0.50698,0.14776
26.75,0.52178,0.14776
26.85,0.53657,0.14776
26.95,0.55137,0.14776
27.05,0.56617,0.14776
27.15,0.58097,0.14776
27.25,0.59577,0.14776
27.34,0.61056,0.14776
27.44,0.62536,0.14776
27.54,0.64016,0.14776
27.64,0.65496,0.14776
27.74,0.66976,0.14776
27.84,0.68455,0.14776
27.94,0.69935,0.14776
28.04,0.71415,0.14776
28.14,0.72895,0.14776
28.24,0.74374,0.14776
28.34,0.75854,0.14776
28.44,0.77334,0.14776
28.54,0.78814,0.14776
28.64,0.80294,0.14776
28.74,0.81773,0.14776
28.84,0.83253,0.14776
28.94,0.84733,0.14776
29.03,0.86213,0.14776
29.13,0.87693,0.14776
29.23,0.89172,0.14776
29.33,0.90652,0.14776
29.43,0.92132,0.14776
29.53,0.93612,0.14776
29.63,0.95092,0.14776
29.73,0.96571,0.14776
29.83,0.98051,0.14776
29.93,0.99531,0.14776
30.03,1.0101,0.14776
30.13,1.0249,0.14776
30.23,1.0397,0.14776
30.33,1.0545,0.14776
30.43,1.0693,0.14776
30.53,1.0841,0.14776
30.63,1.0989,0.14776
30.72,1.1137,0.14776
30.82,1.1285,0.14776
30.92,1.1433,0.14776
31.02,1.1581,0.14776
31.12,1.1729,0.14776
31.22,1.1877,0.14776
31.32,1.2025,0.14776
31.42,1.2173,0.14776
31.52,1.2321,0.14776
31.62,1.2469,0.14776
31.72,1.2617,0.14776
31.82,1.2765,0.14776
31.92,1.2913,0.14776
32.02,1.3061,0.14776
32.12,1.3209,0.14776
32.22,1.3357,0.14776
32.32,1.3505,0.14776
32.42,1.3653,0.14776
32.51,1.3801,0.14776
32.61,1.3949,0.14776
32.71,1.4096,0.14776
32.81,1.4244,0.14776
32.91,1.4392,0.14776
33.01,1.454,0.14776
33.11,1.4688,0.14776
