0,0,0
150,0,0
150.1,0,9.7727e-05
150.2,9.9298e-06,0.00039091
150.3,4.9649e-05,0.00087954
150.41,0.00013902,0.0015636
150.51,0.00029789,0.0024432
150.61,0.00054614,0.0035182
150.71,0.00090361,0.0047886
150.81,0.0013902,0.0062545
150.91,0.0020257,0.0079159
151.02,0.00283,0.0097727
151.12,0.0038229,0.011825
151.22,0.0050244,0.014073
151.32,0.0064542,0.016516
151.42,0.0081323,0.019155
151.52,0.010078,0.021989
151.63,0.012312,0.025018
151.73,0.014854,0.028243
151.83,0.017724,0.031664
151.93,0.02094,0.03528
152.03,0.024524,0.039091
152.13,0.028495,0.043098
152.23,0.032873,0.0473
152.34,0.037677,0.051698
152.44,0.042927,0.056291
152.54,0.048644,0.06108
152.64,0.054846,0.066064
152.74,0.061554,0.071243
152.84,0.068786,0.076618
152.94,0.076564,0.082189
153.05,0.084905,0.087954
153.15,0.093831,0.093916
153.25,0.10336,0.10007
153.35,0.11351,0.10642
153.45,0.1243,0.11297
153.55,0.13576,0.11972
153.65,0.14789,0.12665
153.75,0.16073,0.13379
153.85,0.17428,0.14112
153.95,0.18857,0.14864
154.05,0.20362,0.15636
154.16,0.21944,0.16408
154.26,0.23604,0.17161
154.36,0.25339,0.17894
154.46,0.27148,0.18607
154.56,0.29027,0.19301
154.66,0.30976,0.19975
154.75,0.32992,0.2063
154.85,0.35074,0.21265
154.95,0.37218,0.21881
155.05,0.39424,0.22477
155.15,0.41688,0.23054
155.25,0.4401,0.23611
155.35,0.46387,0.24148
155.45,0.48817,0.24666
155.55,0.51298,0.25165
155.65,0.53828,0.25644
155.74,0.56405,0.26103
155.84,0.59027,0.26543
155.94,0.61693,0.26963
156.04,0.64399,0.27364
156.14,0.67145,0.27745
156.23,0.69928,0.28106
156.33,0.72746,0.28448
156.43,0.75598,0.28771
156.53,0.78481,0.29074
156.62,0.81394,0.29357
156.72,0.84334,0.29621
156.82,0.873,0.29865
156.91,0.9029,0.3009
157.01,0.93301,0.30295
157.11,0.96332,0.30481
157.21,0.99382,0.30647
157.3,1.0245,0.30794
157.4,1.0553,0.30921
157.5,1.0862,0.31028
157.59,1.1172,0.31116
157.69,1.1483,0.31185
157.79,1.1795,0.31234
157.88,1.2107,0.31263
157.98,1.242,0.31273
158.07,1.2884,0.31273
158.17,1.3191,0.31273
158.26,1.3499,0.31273
158.36,1.3807,0.31273
158.45,1.4115,0.31273
158.55,1.4422,0.31273
158.64,1.473,0.31273
158.74,1.5038,0.31273
158.83,1.5346,0.31273
158.93,1.5653,0.31273
159.02,1.5961,0.31273
159.12,1.6269,0.31273
159.21,1.6577,0.31273
159.31,1.6884,0.31273
159.4,1.7192,0.31273
159.5,1.75,0.31273
159.6,1.7808,0.31273
159.69,1.8116,0.31273
159.79,1.8423,0.31273
159.88,1.8731,0.31273
159.98,1.9039,0.31273
160.07,1.9347,0.31273
160.17,1.9654,0.31273
160.26,1.9962,0.31273
160.36,2.027,0.31273
160.45,2.0578,0.31273
160.55,2.0885,0.31273
160.64,2.1193,0.31273
160.74,2.1501,0.31273
160.83,2.1809,0.31273
160.93,2.2116,0.31273
161.02,2.2424,0.31273
161.12,2.2737,0.31263
161.22,2.3049,0.31234
161.31,2.3361,0.31185
161.41,2.3673,0.31116
161.51,2.3984,0.31028
161.6,2.4294,0.30921
161.7,2.4604,0.30794
161.8,2.4912,0.30647
161.89,2.5218,0.30481
161.99,2.5523,0.30295
162.09,2.5826,0.3009
162.18,2.6127,0.29865
162.28,2.6426,0.29621
162.38,2.6723,0.29357
162.48,2.7017,0.29074
162.57,2.7308,0.28771
162.67,2.7597,0.28448
162.77,2.7882,0.28106
162.87,2.8164,0.27745
162.96,2.8442,0.27364
163.06,2.8716,0.26963
163.16,2.8987,0.26543
163.26,2.9254,0.26103
163.36,2.9516,0.25644
163.45,2.9774,0.25165
163.55,3.0027,0.24666
163.65,3.0275,0.24148
163.75,3.0518,0.23611
163.85,3.0755,0.23054
163.95,3.0987,0.22477
164.05,3.1214,0.21881
164.15,3.1434,0.21265
164.24,3.1649,0.2063
164.34,3.1857,0.19975
164.44,3.2059,0.19301
164.54,3.2254,0.18607
164.64,3.2442,0.17894
164.74,3.2622,0.17161
164.84,3.2796,0.16408
164.94,3.2962,0.15636
165.04,3.312,0.14864
165.14,3.3271,0.14112
165.25,3.3413,0.13379
165.35,3.3549,0.12665
165.45,3.3677,0.11972
165.55,3.3799,0.11297
165.65,3.3913,0.10642
165.75,3.4021,0.10007
165.85,3.4123,0.093916
165.95,3.4218,0.087954
166.05,3.4307,0.082189
166.15,3.4391,0.076618
166.26,3.4468,0.071243
166.36,3.4541,0.066064
166.46,3.4608,0.06108
166.56,3.467,0.056291
166.66,3.4727,0.051698
166.76,3.478,0.0473
166.86,3.4828,0.043098
166.97,3.4871,0.039091
167.07,3.4911,0.03528
167.17,3.4947,0.031664
167.27,3.4979,0.028243
167.37,3.5008,0.025018
167.47,3.5033,0.021989
167.58,3.5056,0.019155
167.68,3.5075,0.016516
167.78,3.5092,0.014073
167.88,3.5106,0.011825
167.98,3.5118,0.0097727
168.08,3.5128,0.0079159
168.18,3.5136,0.0062545
168.29,3.5142,0.0047886
168.39,3.5147,0.0035182
168.49,3.5151,0.0024432
168.59,3.5153,0.0015636
168.69,3.5155,0.00087954
168.79,3.5156,0.00039091
168.9,3.5156,9.7727e-05
169,3.5156,0
319,3.5156,0
