0,0,0
150,0,0
150.1,0,7.2147e-05
150.2,7.3015e-06,0.00028859
150.3,3.6508e-05,0.00064933
150.4,0.00010222,0.0011544
150.51,0.00021905,0.0018037
150.61,0.00040158,0.0025973
150.71,0.00066444,0.0035352
150.81,0.0010222,0.0046174
150.91,0.0014895,0.0058439
151.01,0.0020809,0.0072147
151.11,0.0028111,0.0087298
151.21,0.0036946,0.010389
151.32,0.004746,0.012193
151.42,0.0059799,0.014141
151.52,0.0074109,0.016233
151.62,0.0090537,0.01847
151.72,0.010923,0.020851
151.82,0.013033,0.023376
151.92,0.015398,0.026045
152.02,0.018034,0.028859
152.13,0.020954,0.031817
152.23,0.024173,0.034919
152.33,0.027707,0.038166
152.43,0.031568,0.041557
152.53,0.035773,0.045092
152.63,0.040335,0.048772
152.73,0.045269,0.052596
152.83,0.050589,0.056564
152.93,0.05631,0.060676
153.03,0.062447,0.064933
153.14,0.069014,0.069334
153.24,0.076025,0.073879
153.34,0.083495,0.078424
153.44,0.091424,0.082825
153.54,0.099796,0.087082
153.64,0.1086,0.091194
153.74,0.11781,0.095163
153.84,0.12743,0.098986
153.94,0.13743,0.10267
154.04,0.1478,0.1062
154.14,0.15853,0.10959
154.24,0.1696,0.11284
154.35,0.181,0.11594
154.45,0.1927,0.1189
154.55,0.20471,0.12171
154.65,0.217,0.12438
154.75,0.22955,0.12691
154.85,0.24236,0.12929
154.95,0.25541,0.13152
155.05,0.26868,0.13362
155.15,0.28216,0.13557
155.25,0.29584,0.13737
155.35,0.3097,0.13903
155.45,0.32372,0.14054
155.55,0.3379,0.14191
155.65,0.35221,0.14314
155.75,0.36665,0.14422
155.85,0.3812,0.14516
155.95,0.39583,0.14595
156.05,0.41055,0.1466
156.15,0.42534,0.14711
156.25,0.44017,0.14747
156.35,0.45504,0.14769
156.45,0.46993,0.14776
156.55,0.49218,0.14776
156.65,0.50698,0.14776
156.75,0.52178,0.14776
156.85,0.53657,0.14776
156.95,0.55137,0.14776
157.05,0.56617,0.14776
157.15,0.58097,0.14776
157.25,0.59577,0.14776
157.34,0.61056,0.14776
157.44,0.62536,0.14776
157.54,0.64016,0.14776
157.64,0.65496,0.14776
157.74,0.66976,0.14776
157.84,0.68455,0.14776
157.94,0.69935,0.14776
158.04,0.71415,0.14776
158.14,0.72895,0.14776
158.24,0.74374,0.14776
158.34,0.75854,0.14776
158.44,0.77334,0.14776
158.54,0.78814,0.14776
158.64,0.80294,0.14776
158.74,0.81773,0.14776
158.84,0.83253,0.14776
158.94,0.84733,0.14776
159.03,0.86213,0.14776
159.13,0.87693,0.14776
159.23,0.89172,0.14776
159.33,0.90652,0.14776
159.43,0.92132,0.14776
159.53,0.93612,0.14776
159.63,0.95092,0.14776
159.73,0.96571,0.14776
159.83,0.98051,0.14776
159.93,0.99531,0.14776
160.03,1.0101,0.14776
160.13,1.0249,0.14776
160.23,1.0397,0.14776
160.33,1.0545,0.14776
160.43,1.0693,0.14776
160.53,1.0841,0.14776
160.63,1.0989,0.14776
160.72,1.1137,0.14776
