torque,kappa,velocity,x,y
2.388199950268218,0.0027328474757687066,0.00591573985726028,2.9999982334821875,-11.999972322248087
2.395565022037337,0.0027231116527829656,0.0022347944917222476,2.999998225520707,-11.99995341900774
2.394970324276432,0.0027163367764639458,0.00263182544254416,2.9999982178104294,-11.999958413831134
2.3911905451153115,0.0027177609307351782,0.004421830325249254,2.9999982088604065,-12.00003218745922
1.4231671528494307,0.002737373526815409,0.4884271116636933,3.0097154201522325,-12.000053003436852
0.7850435282359831,0.0028342546047614011,0.8074909255274176,3.0516437732799804,-12.000235828974613
0.2001900714694701,0.0027720397145553966,1.0999065822533085,3.1007331411780523,-12.00041721835495
-0.01,0.0028705853621140056,1.7502022907111345,3.179835098145502,-12.000636499319143
-0.01,0.0030220154206096099,1.945225599295049,3.274488583655714,-12.00091388138932
-0.01,0.003039350062465947,2.5250929217112934,3.393716517480244,-12.001243155108995
-0.01,0.0030926917313203119,2.91237322242014,3.5350816078156853,-12.001542298110621
-0.01,0.0033085519478906486,3.011083676686774,3.6550811262636365,-12.001734087931542
-0.01,0.0032753412168798316,2.99832233848984,3.8053471005810566,-12.002299628494924
-0.01,0.003181378971356123,2.9871638051222984,3.9848240180942622,-12.003054511963867
-0.01,0.0030898735755562033,2.973766416148966,4.133775330180359,-12.003701108934008
-0.01,0.0031636665644714781,2.9648270127816616,4.252535426509856,-12.00413402729862
-0.01,0.0030356238639207781,2.953632327117679,4.4004839797572695,-12.004639929261918
-0.01,0.0028995813197562666,2.9424347548226435,4.547874901456949,-12.005072387301917
-0.01,0.0029927650481987459,2.9629630525698993,4.7243769134389035,-12.00544628991098
-0.01,0.0028310599493174327,2.9092236026536424,4.841131388836218,-12.005615151558153
-0.01,0.0026738416143647623,2.898142761663524,5.015272554566477,-12.00579796908283
-0.01,0.0025369075467135175,2.8502242078206255,5.130277138531774,-12.005891878565734
-0.01,0.002599407582342715,2.8671369558222213,5.302419819046712,-12.005852181701165
-0.01,0.0024442250539452965,2.833727738620618,5.41657407203471,-12.005732050595833
-0.01,0.002251931412568913,2.8416229787515714,5.5588313356129815,-12.005620761817921
-0.01,0.0020615945165206747,2.8129547760745446,5.700431816604554,-12.0053177539479
-0.01,0.0021321394218296475,2.815850784562144,5.841472513313817,-12.00499411320997
-0.01,0.002008191672729752,2.8017520079413325,6.010011893182664,-12.00453778993063
-0.01,0.0018365869138928926,2.792879522939059,6.121929532685712,-12.004215895613283
-0.01,0.0018909515154090079,2.7817489156565203,6.261325881993141,-12.00370806096974
-0.01,0.0016877544868531792,2.759088390386065,6.400223660486648,-12.003173738135196
-0.01,0.0015767650115557717,2.7475492476811696,6.537872525219073,-12.00266477723595
-0.01,0.0015847962984703861,2.736540854838407,6.67493062055252,-12.002033726852874
-0.01,0.0013837248943043322,2.7191262837380767,6.810619849752267,-12.001226467199688
-0.01,0.0012216477755202038,2.695864257768294,6.945723037872699,-12.000754893770722
-0.01,0.0012846527486320958,2.685820593269511,7.107096547811532,-11.999607474897042
-0.01,0.0011337644940056302,2.700143502900946,7.214479678649241,-11.99895252643847
-0.01,0.00096238676590369168,2.6519249981485045,7.347704082860107,-11.998121607127757
-0.01,0.00082744181481578792,2.6374082501931873,7.506320738699788,-11.997072658842114
-0.01,0.00086259485215124481,2.627702836839252,7.611568863248673,-11.996349803603158
-0.01,0.00071803776821955409,2.616571006716956,7.742618577075437,-11.99540552637435
-0.01,0.0007297764434330712,2.6099479095754887,7.873118570579847,-11.994492273190282
-0.01,0.00063129278350330725,2.584872117415696,8.003132978858767,-11.993505948332036
-0.01,0.00048268119088031123,2.572049779734154,8.132292117661958,-11.99251752627556
-0.01,0.00051352057731959995,2.5773925412089382,8.2605166047178,-11.991499986593528
-0.01,0.00038711190449419166,2.5247798001604513,8.33662529224691,-11.990832158342146
-0.01,0.00040545527798520873,2.5238083867776244,8.488436057752393,-11.98956011502051
-0.01,0.00029251373370465508,2.5081445432689295,8.639397957729543,-11.988261786381928
-0.01,0.00018522616942076158,2.5016649467583503,8.714541632573718,-11.987626516354029
-0.01,0.00017252498003164464,2.4916482450501016,8.863577169425685,-11.986192275654236
-0.01,0.00013471206100738767,2.444031137750151,9.011701324947106,-11.984981049680819
-0.01,3.0770797092323371e-05,2.4418774487052852,9.109544559845167,-11.984179614117144
-0.01,5.7733834697254109e-05,2.3965797003952396,9.23066048285258,-11.983222505239356
-0.01,-8.3844713483559687e-05,2.407688632354681,9.375477440630078,-11.981860836790407
-0.01,-4.1101869205132198e-05,2.3978321263279985,9.471583712450046,-11.981045013789183
-0.01,-0.00014501863649063923,2.3846027188818857,9.6150813258471,-11.979718617236603
-0.01,-0.00022824790552785059,2.3740634272317296,9.734089776328439,-11.978641059948421
-0.01,-0.00021937579933494129,2.367028743476634,9.805219376073362,-11.97804812007552
-0.01,-0.00028102291357607977,2.3499655107505,9.969817126113082,-11.976525508468946
-0.01,-0.00025688170641482332,2.306076131323799,10.08680693645945,-11.975519977671258
-0.01,-0.00039622070810531361,2.3257620771656615,10.156326433316872,-11.974701948061371
-0.01,-0.00039577425094547886,2.301634956089841,10.294589884419896,-11.973454076380232
-0.01,-0.00042578166045173613,2.290684252840971,10.38656900618233,-11.97261614062673
-0.01,-0.00050455994888939351,2.27562602390098,10.54644769874151,-11.971097742092754
-0.01,-0.00048885936013145647,2.2691255540744435,10.614639706819075,-11.970499497062221
-0.01,-0.00054066364636832826,2.236027444138772,10.74994757657184,-11.969250948171814
-0.01,-0.00057967734628938043,2.2585720235169804,10.81749759740126,-11.968473439750605
-0.01,-0.00057802825476542833,2.200811021783479,10.994147330203896,-11.967053149659606
-0.01,-0.00063176293420762707,2.193642223313007,11.082142186801578,-11.966235147887708
-0.01,-0.00061273067754555322,2.1804606147684606,11.213358517849102,-11.964952662688217
-0.01,-0.00068008980392116785,2.1645103842173574,11.278862087717362,-11.96425803248824
-0.01,-0.00068882424947119695,2.1496687712648628,11.408210077280083,-11.963092586331275
-0.01,-0.00068877578043225406,2.1420540524758667,11.49403593250858,-11.962376376693957
-0.01,-0.00066947588687244798,2.1465421637650395,11.622366048498096,-11.961260412404966
-0.01,-0.0006994449837668048,2.098286202769841,11.706847313684893,-11.960411567366355
-0.01,-0.00072138661297782114,2.092854652474558,11.832797412297737,-11.959373194445792
-0.01,-0.00071832167962204989,2.0885323899170873,11.958073778226096,-11.958306976233843
-0.01,-0.00074271660158558911,2.0757171863494333,12.02045504415039,-11.957725628587882
-0.01,-0.00074216737744225449,2.0628939824278474,12.144633887449194,-11.956659027291018
-0.01,-0.00074888341813490365,2.0500276263791677,12.288531436016918,-11.955355216652945
-0.01,-0.00074165807860776284,2.047558678207996,12.370484361906472,-11.954690565095117
-0.01,-0.00074760210975462346,2.018992992958237,12.431211499911434,-11.954010403288446
-0.01,-0.00074080543201413105,2.002172634543027,12.532170308467716,-11.953227041401442
-0.01,-0.00075691204159395288,1.9631742387750464,12.671853485232667,-11.95186560348975
-0.01,-0.00079783258798248329,1.9696371149084555,12.77046498316217,-11.951240847331528
-0.01,-0.00076093229513697017,1.9547379748338924,12.868014715880516,-11.950472106205222
-0.01,-0.00074578540917010264,1.9446608363206606,12.926543028393075,-11.949836146210677
-0.01,-0.000788522443358998,1.9352494034375352,13.042956324526921,-11.948933624087624
