torque,kappa,velocity,x,y
3.993426980603933,1.2478819377441139e-05,0.0033153581289763557,2.9999989709002564,-11.999955529412336
3.9969929947079472,4.4853217976492366e-06,0.0015358073793648316,2.999998963119505,-11.999954515148508
3.992653995192712,5.1678786966613903e-06,0.003696990572283015,2.9999989556295685,-11.999972327605432
3.989278861732036,7.8882737357115098e-06,0.005486394133817844,2.9999989480671196,-12.000001996227104
2.878150073264111,2.0792212240646099e-05,0.5609447257847352,3.012073000822261,-12.000026536110267
2.3950263685742503,3.5388311759191454e-05,0.8025392329427256,3.046291413977155,-12.000060373937133
1.9084586623276312,5.0124279335012217e-05,1.0457850014989827,3.0927206808292493,-12.000088890471515
0.4988753801625974,4.4657543883934366e-05,1.750567697836834,3.1575022650778135,-12.00004704146192
0.01944795760602399,3.8371065304125147e-05,1.9902762089819155,3.2513123419946144,-12.000256884428541
-0.01,6.8176994337857446e-05,2.511109077629695,3.3639567186809467,-12.000168900221999
-0.01,5.590789881993934e-05,2.902336264301593,3.502267042382872,-11.999955110795847
-0.01,0.00011907182341573756,3.328848871842227,3.659736090829127,-12.000409308794044
-0.01,0.00022299557550826892,3.5781335295870984,3.8344657677908045,-12.00050283568866
-0.01,0.00021351102969934435,3.589918731914606,4.014142424783763,-12.000917004508372
-0.01,0.00022647313854966435,3.5785495368396343,4.193334901178515,-12.001211151722513
-0.01,0.00023977320401920825,3.5671530270840135,4.371957692224175,-12.001414336097232
-0.01,0.00024954950751143463,3.5557501777631364,4.550009291369423,-12.001628539116043
-0.01,0.00025279053961935064,3.5678561558838924,4.7277513933647,-12.001847323043023
-0.01,0.0002618017429443035,3.525663164016892,4.904536890238221,-12.002056649834838
-0.01,0.00029478149347726869,3.5142952282806434,5.080514225757739,-12.00226158466566
-0.01,0.00029427675750841483,3.494121515200721,5.2546278630614385,-12.002448025424638
-0.01,0.00029982616775928059,3.4717524042472396,5.428873279320372,-12.002621648732314
-0.01,0.00027222421781378177,3.4683414154313232,5.602561364488956,-12.002810406930465
-0.01,0.00028832586293726486,3.4532984681059054,5.77537750375887,-12.003049703871183
-0.01,0.00028271546722440419,3.443302063955456,5.947765099501438,-12.003216822867778
-0.01,0.00025226040443042825,3.4328076751482812,6.119699162466088,-12.003370908072998
-0.01,0.00028897678201607194,3.4291779712204318,6.291074093347607,-12.003492576821087
-0.01,0.00030474497253720189,3.398649993348824,6.461913280074422,-12.00353494909461
-0.01,0.00031422191929264504,3.387172072215047,6.6315542580951945,-12.003718202790356
-0.01,0.00027525526057641892,3.3734524839616635,6.799745072468688,-12.003878329575109
-0.01,0.00022677521093739279,3.3464818702880064,6.967416177773289,-12.0041143081476
-0.01,0.00022297196665437439,3.3351077881875035,7.134449951440228,-12.004048667498132
-0.01,0.00024118692184403034,3.3157281223265405,7.301252228090326,-12.00408832537465
-0.01,0.00025311796695200471,3.306734615174211,7.4336997226744055,-12.004167873112204
-0.01,0.00023773001350196071,3.293030289135767,7.631688301628167,-12.004283122841773
-0.01,0.00022395720187264848,3.280267536440391,7.796024473750703,-12.004384017484558
-0.01,0.00020456338034655324,3.271587682035298,7.959973563415545,-12.004450682271269
-0.01,0.00018002092198835779,3.256238526831012,8.122974658318299,-12.00439398131021
-0.01,0.0002276857505533268,3.2453867134806664,8.285166077444497,-12.004512610999528
-0.01,0.00017911192446484991,3.2125133805290367,8.445660643603752,-12.004370273490098
-0.01,0.00019667343742788251,3.201151767730789,8.63799233051734,-12.004498533866027
-0.01,0.00018713551684301612,3.1942298336708683,8.701921032008718,-12.004559166932951
-0.01,0.00019002402947669166,3.1676935678219924,8.892475004648905,-12.004505628481155
-0.01,0.00014383568964418172,3.1488805411109118,9.08206362895929,-12.004590760032796
-0.01,0.00012595210950493212,3.142070987273157,9.176422555594408,-12.004587419054268
-0.01,0.00011138624641432905,3.1204271192968287,9.36355149276785,-12.004637727690795
-0.01,0.00013212407365646969,3.111325405104953,9.488178211585295,-12.00463917571988
-0.01,0.00011826047020638577,3.1000087804860628,9.643452889603402,-12.004651972009528
-0.01,0.00010145049147825123,3.0864157401181074,9.829035191326573,-12.004630201752235
-0.01,9.0746777622014634e-05,3.0615049376451773,9.951841959184174,-12.00468134171648
-0.01,8.1151226297626142e-05,3.052088186999347,10.135335992351532,-12.004645410969466
-0.01,8.5912138203757181e-05,3.0284442862252536,10.287452388418139,-12.00462120768643
-0.01,0.00011296207717338226,3.0296737994984118,10.408820882724061,-12.004551507366836
-0.01,8.637705832961073e-05,3.020851217876011,10.529842023799329,-12.004536698462278
-0.01,8.1550619594659152e-05,2.9909690840993237,10.770501202777321,-12.004552784461211
-0.01,7.7199790927548882e-05,2.9646378244196816,10.860496502458874,-12.004523193576073
-0.01,8.6541179881489001e-05,2.9579411416738655,11.0679333557081,-12.004378799656164
-0.01,5.5124152902430357e-05,2.95117796141664,11.156565166138483,-12.004378235508826
-0.01,2.4094608875691173e-06,2.929150909875773,11.333332052079525,-12.004468909549939
-0.01,1.8891376465853607e-05,2.9156307857030344,11.50866405983328,-12.004331976081023
-0.01,5.213398262170139e-05,2.9087625751267883,11.59602645310063,-12.004262714814432
-0.01,1.5748389348593085e-05,2.8846047622110103,11.799082067954208,-12.004248388805319
-0.01,6.0693220436135874e-06,2.8733700802939115,11.943022705746237,-12.004219641471146
-0.01,2.3350079232156079e-05,2.862061139644451,12.057698260469696,-12.004203896066382
-0.01,1.4360923372326679e-05,2.851049341601896,12.200502173336172,-12.00420642193041
-0.01,-5.5999995925217468e-06,2.84218332044174,12.31434546915258,-12.0041744330742
-0.01,2.4156696189807128e-05,2.839385332539582,12.48453928303909,-12.004021705557888
-0.01,3.643725404684933e-05,2.808677806407443,12.569048501965625,-12.004152665395175
-0.01,-1.5585837651200519e-05,2.789903475015895,12.73718199218409,-12.004024794700177
-0.01,-3.9984020645151477e-05,2.7687422215574267,12.931197146253442,-12.004006369699349
