torque,kappa,velocity,x,y
3.994243173167428,-1.1494865506898378e-05,0.002911838649394361,2.999998217750201,-12.00001277814967
3.989942273699102,-1.8152160716138804e-05,0.005056544908634726,2.9999982115759036,-11.999972650274687
2.870646868871529,1.8959923746107969e-05,0.5646954551847478,3.013050383377284,-12.000034370055042
2.3847230538184974,3.0243936522512388e-05,0.8076814548498291,3.055894985569208,-12.000050310362658
1.898049062354785,3.6653390882762e-05,1.0509885015122535,3.105023374610397,-12.000078649045381
0.46352607920527217,4.5276663199555126e-05,1.7683735736360655,3.1784556108788378,-12.000214885462416
-0.01,4.6358051000696781e-05,2.0053432385085923,3.275433380016259,-12.000230877864057
-0.01,3.9451646185607497e-05,2.524803970276673,3.3679063392802355,-12.000304707245773
-0.01,5.4465363564436872e-05,2.920363980216725,3.507306926446782,-11.999941429518774
-0.01,7.0820102073512989e-05,3.3836962571019913,3.665640840402405,-12.000617821117068
-0.01,0.0001638309693705981,3.6235919324505335,3.843288496590993,-12.000602582257564
-0.01,0.00014423204790662297,3.616283879163697,4.060512968245618,-12.000963503492098
-0.01,0.00020457669001552086,3.6026577539776836,4.240907522894991,-12.001168364987219
-0.01,0.00021215203965488594,3.593531914112367,4.384813661103745,-12.001265698398038
-0.01,0.00022654453843842329,3.5821153903023197,4.56418277798022,-12.001454583780404
-0.01,0.00023133832687733299,3.5861074229309677,4.779054657514818,-12.001692973885566
-0.01,0.00024103217867979467,3.5522717106835207,4.921311175543473,-12.001851544807339
-0.01,0.00027883500451464252,3.488000692980061,5.098509659148331,-12.002054773657857
-0.01,0.00028188786688775026,3.5208066828840687,5.2740357504940345,-12.002239794859157
-0.01,0.0002696062389610669,3.5066045319616332,5.449575910404022,-12.002404436043713
-0.01,0.000247769318283551,3.4949515705956156,5.65954517621174,-12.002572340996704
-0.01,0.00025545680237547665,3.4794411438022523,5.798682844368121,-12.002770960628133
-0.01,0.00023789283194534686,3.470356434033063,6.007097399743465,-12.003025973991056
-0.01,0.00024570940450537536,3.4589638719790763,6.180225834680669,-12.003107986654808
-0.01,0.00024842887135841394,3.4724794323610233,6.318504723464414,-12.003264892359649
-0.01,0.00028737672077180568,3.4246156533480288,6.4903840907818795,-12.003262802427932
-0.01,0.00030715462072151181,3.4130900178169807,6.661321080684114,-12.003482314348974
-0.01,0.00024584470684447889,3.3857347993474876,6.830655287059844,-12.003659071461698
-0.01,0.00021205604685273259,3.373163643918513,6.999590043569184,-12.003829484265639
-0.01,0.00026386413735204455,3.361651752080919,7.167954212537084,-12.003831763204838
-0.01,0.00023971389525236775,3.341789195707971,7.3360140155806315,-12.003926611200706
-0.01,0.00022610826743840151,3.3281353588733653,7.536104143111123,-12.00408188377201
-0.01,0.0002124367022762778,3.318990682039554,7.702217604890098,-12.004177633858577
-0.01,0.00023459995538845251,3.3075452376716066,7.867757561334731,-12.00424972898867
-0.01,0.00025855454765379322,3.2873638054932655,8.032741571041916,-12.00429183243034
-0.01,0.00021378506498216264,3.2718100674513755,8.164094227833095,-12.004368625789194
-0.01,0.00023678327262562101,3.223483703580842,8.327187760761948,-12.004400942094213
-0.01,0.00027463165860513707,3.2386368113816832,8.521592587959443,-12.004413328056849
-0.01,0.00025126865713855805,3.22499527541439,8.683123009928131,-12.004499899358004
-0.01,0.00020988849405724857,3.196088631875641,8.843463960023275,-12.004476198881045
-0.01,0.000186599754531589,3.2064637896738013,9.003479157810245,-12.00461840766472
-0.01,0.000162295594026775,3.177432673227733,9.098898950850122,-12.004635039384771
-0.01,0.0001509623785777819,3.1453302665983176,9.256830238287742,-12.004645120839232
-0.01,0.00015204370034617275,3.1446472054628027,9.445867751083053,-12.004659953860795
-0.01,0.00012574810438956073,3.1356136517942783,9.571466792474197,-12.004696331087041
-0.01,0.00010994075690160592,3.1242831153780455,9.7279557212495,-12.00469254933215
-0.01,0.00011626324679590467,3.117476259801669,9.914842783413548,-12.004674005686105
-0.01,0.00013140844704949555,3.095912336272805,10.038561196323787,-12.004636129768658
-0.01,0.00012627956990115863,3.0783424567392017,10.223451621021303,-12.004783453046189
-0.01,9.0678544584536227e-05,3.063179601245702,10.376638481800658,-12.004607294565687
-0.01,8.0253655117195767e-05,3.052005190618694,10.529524568447131,-12.004640064098169
-0.01,8.6916097356693067e-05,3.0430634015447096,10.651432493136578,-12.004650256441128
-0.01,9.4459879505686607e-05,3.0508706429823076,10.803093805081005,-12.00466936010433
-0.01,0.00010808100998193635,2.984110028006677,10.983489991299466,-12.004491231126067
-0.01,9.0406128013063692e-05,2.989160288578701,11.073242442701586,-12.004455885502654
-0.01,4.5951770354561609e-05,2.981527725094524,11.252476618472961,-12.004411580704689
-0.01,2.9924752196748746e-05,2.9536330698487188,11.43014109352441,-12.004519339192065
