torque,kappa,beta,velocity,x,y
-0.01,0.018010918230697979,0.018010918230697979,5.500263984073147,14.852953945274708,-11.66122093853809
-0.01,3.0139206435038799e-05,3.0139206435038799e-05,5.502374594666803,15.180390580704017,-11.635187887696551
-0.01,0.016875112460493176,0.016875112460493176,5.45217823034981,15.397785106810684,-11.617801090162134
-0.01,0.001165982017672845,0.001165982017672845,5.440592629555699,15.777092633062034,-11.585720571764439
-0.01,0.01584259239934389,0.01584259239934389,5.435163662842648,16.20891025924626,-11.54906066722119
-0.01,0.0021985307173672925,0.0021985307173672925,5.411779987712626,17.118019256727198,-11.463803259520697
-0.01,0.013443129759457275,0.013443129759457275,5.358726409808293,17.224518355544813,-11.453313630083446
-0.01,0.0045979833371923269,0.0045979833371923269,5.354903042924816,17.384097006153166,-11.438289724719727
-0.01,0.013060177068516442,0.013060177068516442,5.3294460521558635,17.4902960545763,-11.427223647421991
-0.01,0.0049809270474907904,0.0049809270474907904,5.333818998954975,18.177796642269428,-11.354274963956868
-0.01,0.011717589679825615,0.011717589679825615,5.305170062814808,18.80874222842677,-11.284332633086787
-0.01,0.0063234988529423646,0.0063234988529423646,5.253774466245143,19.433712791505698,-11.209097796348972
-0.01,0.0096572871971395378,0.0096572871971395378,5.216296870372534,19.8475516923138,-11.158357656591905
-0.01,0.0083675129707576398,0.0083675129707576398,5.197663169316115,20.156616096184692,-11.1184057787338
-0.01,0.008271663418991956,0.008271663418991956,5.182244001519403,20.61812865349019,-11.057629111298683
-0.01,0.0075914895121768269,0.0075914895121768269,5.127689214649162,20.872904486559197,-11.02324126127529
-0.01,0.0072549452947690864,0.0072549452947690864,5.1291402360394445,21.228506295139045,-10.97455140326325
-0.01,0.0065734654378371048,0.0065734654378371048,5.090343914457889,21.63223292394441,-10.918084823601667
-0.01,0.0058899955022756294,0.0058899955022756294,5.09553237673904,22.084744555210687,-10.853010263713337
-0.01,0.0043623556888185777,0.0043623556888185777,5.060573184006737,22.782857595116994,-10.749402691721501
-0.01,-0.0043981862969797681,-0.0043981862969797681,5.024888488225772,23.47590434887292,-10.643891967811895
-0.01,0.0083718638284267354,0.0083718638284267354,4.994127275220557,24.456045248568362,-10.484441297249644
-0.01,-0.0084076740998866861,-0.0084076740998866861,4.9440103549108665,25.039333638094806,-10.390371583990333
-0.01,0.0083718424281190688,0.0083718424281190688,4.899648407462294,25.232958361225347,-10.359911018573069
-0.01,-0.0084076712145215466,-0.0084076712145215466,4.898032345484078,25.81112254411971,-10.267135685419532
-0.01,0.013264389155314671,0.013264389155314671,4.860149671808812,26.289817832189915,-10.188554911202438
-0.01,-0.0028357826116286069,-0.0028357826116286069,4.841070136902831,27.097576854239776,-10.054863770253444
1061.5701812805696,0.0075491857131486902,0.0075491857131486902,4.797048875310317,28.179357727788776,-9.877110415065017
1061.6851556005809,-0.002810204803876195,-0.002810204803876195,4.7430554305808235,29.1302009202669,-9.621337404384068
1059.110136188563,0.00752360790655096,0.00752360790655096,6.030238190924638,0.0,0.0
nan,0.010517509474182458,0.010517509474182458,nan,0.0,0.0
nan,0.0075236177205874567,0.0075236177205874567,nan,0.0,0.0
nan,0.010517499660143649,0.010517499660143649,nan,0.0,0.0
nan,0.0075236275346245293,0.0075236275346245293,nan,0.0,0.0
nan,0.010517489846104263,0.010517489846104263,nan,0.0,0.0
nan,0.0075236373486621804,0.0075236373486621804,nan,0.0,0.0
nan,0.010517480032064302,0.010517480032064302,nan,0.0,0.0
nan,0.0075236471627004075,0.0075236471627004075,nan,0.0,0.0
nan,0.010517470218023761,0.010517470218023761,nan,0.0,0.0
nan,0.0075236569767392113,0.0075236569767392113,nan,0.0,0.0
nan,0.010517460403982644,0.010517460403982644,nan,0.0,0.0
nan,0.0075236667907785911,0.0075236667907785911,nan,0.0,0.0
nan,0.010517450589940951,0.010517450589940951,nan,0.0,0.0
nan,0.0075236766048185485,0.0075236766048185485,nan,0.0,0.0
nan,0.010517440775898683,0.010517440775898683,nan,0.0,0.0
nan,0.0075236864188590793,0.0075236864188590793,nan,0.0,0.0
nan,0.010517430961855839,0.010517430961855839,nan,0.0,0.0
nan,0.0075236962329001903,0.0075236962329001903,nan,0.0,0.0
nan,0.010517421147812414,0.010517421147812414,nan,0.0,0.0
nan,0.0075237060469418807,0.0075237060469418807,nan,0.0,0.0
nan,0.010517411333768411,0.010517411333768411,nan,0.0,0.0
nan,0.0075237158609841462,0.0075237158609841462,nan,0.0,0.0
nan,0.010517401519723831,0.010517401519723831,nan,0.0,0.0
nan,0.0075237256750269902,0.0075237256750269902,nan,0.0,0.0
nan,0.010517391705678676,0.010517391705678676,nan,0.0,0.0
nan,0.0075237354890704093,0.0075237354890704093,nan,0.0,0.0
nan,0.010517381891632944,0.010517381891632944,nan,0.0,0.0
nan,0.0075237453031144061,0.0075237453031144061,nan,0.0,0.0
nan,0.010517372077586632,0.010517372077586632,nan,0.0,0.0
nan,0.0075237551171589822,0.0075237551171589822,nan,0.0,0.0
nan,0.010517362263539746,0.010517362263539746,nan,0.0,0.0
nan,0.0075237649312041351,0.0075237649312041351,nan,0.0,0.0
nan,0.010517352449492277,0.010517352449492277,nan,0.0,0.0
nan,0.0075237747452498657,0.0075237747452498657,nan,0.0,0.0
nan,0.010517342635444234,0.010517342635444234,nan,0.0,0.0
nan,0.0075237845592961731,0.0075237845592961731,nan,0.0,0.0
nan,0.010517332821395614,0.010517332821395614,nan,0.0,0.0
nan,0.007523794373343059,0.007523794373343059,nan,0.0,0.0
nan,0.010517323007346414,0.010517323007346414,nan,0.0,0.0
nan,0.0075238041873905252,0.0075238041873905252,nan,0.0,0.0
nan,0.010517313193296633,0.010517313193296633,nan,0.0,0.0
nan,0.0075238140014385673,0.0075238140014385673,nan,0.0,0.0
nan,0.010517303379246277,0.010517303379246277,nan,0.0,0.0
nan,0.0075238238154871871,0.0075238238154871871,nan,0.0,0.0
nan,0.010517293565195349,0.010517293565195349,nan,0.0,0.0
nan,0.0075238336295363811,0.0075238336295363811,nan,0.0,0.0
nan,0.010517283751143837,0.010517283751143837,nan,0.0,0.0
nan,0.0075238434435861562,0.0075238434435861562,nan,0.0,0.0
nan,0.01051727393709175,0.01051727393709175,nan,0.0,0.0
nan,0.0075238532576365072,0.0075238532576365072,nan,0.0,0.0
nan,0.010517264123039083,0.010517264123039083,nan,0.0,0.0
nan,0.0075238630716874385,0.0075238630716874385,nan,0.0,0.0
nan,0.010517254308985839,0.010517254308985839,nan,0.0,0.0
nan,0.0075238728857389484,0.0075238728857389484,nan,0.0,0.0
nan,0.010517244494932014,0.010517244494932014,nan,0.0,0.0
nan,0.0075238826997910367,0.0075238826997910367,nan,0.0,0.0
nan,0.010517234680877612,0.010517234680877612,nan,0.0,0.0
nan,0.0075238925138437019,0.0075238925138437019,nan,0.0,0.0
nan,0.010517224866822635,0.010517224866822635,nan,0.0,0.0
nan,0.0075239023278969447,0.0075239023278969447,nan,0.0,0.0
nan,0.010517215052767077,0.010517215052767077,nan,0.0,0.0
nan,0.0075239121419507669,0.0075239121419507669,nan,0.0,0.0
nan,0.010517205238710938,0.010517205238710938,nan,0.0,0.0
nan,0.007523921956005172,0.007523921956005172,nan,0.0,0.0
nan,0.01051719542465422,0.01051719542465422,nan,0.0,0.0
nan,0.007523931770060153,0.007523931770060153,nan,0.0,0.0
nan,0.010517185610596924,0.010517185610596924,nan,0.0,0.0
nan,0.0075239415841157169,0.0075239415841157169,nan,0.0,0.0
nan,0.010517175796539047,0.010517175796539047,nan,0.0,0.0
nan,0.0075239513981718558,0.0075239513981718558,nan,0.0,0.0
nan,0.010517165982480592,0.010517165982480592,nan,0.0,0.0
nan,0.007523961212228575,0.007523961212228575,nan,0.0,0.0
nan,0.010517156168421558,0.010517156168421558,nan,0.0,0.0
nan,0.0075239710262858719,0.0075239710262858719,nan,0.0,0.0
nan,0.010517146354361944,0.010517146354361944,nan,0.0,0.0
nan,0.0075239808403437533,0.0075239808403437533,nan,0.0,0.0
nan,0.010517136540301751,0.010517136540301751,nan,0.0,0.0
nan,0.0075239906544022116,0.0075239906544022116,nan,0.0,0.0
nan,0.010517126726240975,0.010517126726240975,nan,0.0,0.0
nan,0.0075240004684612493,0.0075240004684612493,nan,0.0,0.0
